DATAFLOW,LAST UPDATE,freq,ind_type,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Norway,2025,1.56,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Poland,2025,5.62,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Portugal,2025,2.30,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Romania,2025,13.14,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Serbia,2025,10.68,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Sweden,2025,1.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Slovenia,2025,6.50,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Slovakia,2025,4.36,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals,Türkiye,2025,8.97,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Austria,2025,6.29,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Bosnia and Herzegovina,2025,46.35,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Belgium,2025,2.98,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Bulgaria,2025,7.29,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Switzerland,2025,1.37,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Cyprus,2025,8.89,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Czechia,2025,3.06,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Germany,2025,2.02,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Denmark,2025,3.14,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,4.64,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Estonia,2025,1.80,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Greece,2025,4.63,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Spain,2025,14.98,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,European Union - 27 countries (from 2020),2025,5.51,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Finland,2025,2.83,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,France,2025,2.27,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Croatia,2025,5.07,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Hungary,2025,24.81,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Ireland,2025,0.74,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Italy,2025,3.30,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Lithuania,2025,2.99,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Luxembourg,2025,2.33,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Latvia,2025,7.00,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Montenegro,2025,3.32,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,North Macedonia,2025,11.51,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Malta,2025,11.76,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Netherlands,2025,2.98,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Norway,2025,1.57,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Poland,2025,6.27,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Portugal,2025,2.57,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Romania,2025,14.11,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Serbia,2025,11.87,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Sweden,2025,1.80,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Slovenia,2025,7.09,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Slovakia,2025,4.72,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who used internet in the last 3 months,Türkiye,2025,10.00,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Austria,2025,10.73,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Bosnia and Herzegovina,2025,59.79,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Belgium,2025,5.39,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Bulgaria,2025,9.84,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Switzerland,2025,2.61,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Cyprus,2025,16.81,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Czechia,2025,4.89,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Germany,2025,3.07,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Denmark,2025,6.11,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,7.30,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Estonia,2025,3.54,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Greece,2025,9.16,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Spain,2025,24.69,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,European Union - 27 countries (from 2020),2025,8.47,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Finland,2025,5.36,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,France,2025,3.75,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Croatia,2025,7.46,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Hungary,2025,36.41,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Ireland,2025,1.34,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Italy,2025,4.24,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Lithuania,2025,5.10,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Luxembourg,2025,4.10,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Latvia,2025,10.82,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Montenegro,2025,16.31,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,North Macedonia,2025,15.13,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Malta,2025,22.78,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Netherlands,2025,5.41,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Norway,2025,3.67,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Poland,2025,8.39,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Portugal,2025,4.52,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Romania,2025,17.43,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Serbia,2025,14.96,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Sweden,2025,3.16,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Slovenia,2025,12.03,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Slovakia,2025,7.07,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know they existed,Percentage of individuals who have not used any generative AI tools in the last 3 months,Türkiye,2025,12.36,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Austria,2025,3.52,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Bosnia and Herzegovina,2025,14.11,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Belgium,2025,7.45,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Bulgaria,2025,9.33,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Switzerland,2025,5.58,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Cyprus,2025,2.61,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Czechia,2025,6.59,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Germany,2025,3.72,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Denmark,2025,5.58,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,8.87,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Estonia,2025,4.70,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Greece,2025,5.83,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Spain,2025,16.10,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,European Union - 27 countries (from 2020),2025,8.41,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Finland,2025,5.32,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,France,2025,7.49,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Croatia,2025,8.26,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Hungary,2025,3.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Ireland,2025,10.25,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Italy,2025,13.77,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Lithuania,2025,7.66,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Luxembourg,2025,5.85,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Latvia,2025,11.08,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Montenegro,2025,1.73,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,North Macedonia,2025,10.69,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Malta,2025,9.07,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Netherlands,2025,10.22,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Norway,2025,3.59,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Poland,2025,4.18,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Portugal,2025,7.79,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Romania,2025,13.79,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Serbia,2025,6.38,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Sweden,2025,5.39,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Slovenia,2025,5.00,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Slovakia,2025,6.13,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals,Türkiye,2025,13.54,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals who used internet in the last 3 months,Austria,2025,3.69,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals who used internet in the last 3 months,Bosnia and Herzegovina,2025,15.66,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals who used internet in the last 3 months,Belgium,2025,7.72,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals who used internet in the last 3 months,Bulgaria,2025,10.75,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals who used internet in the last 3 months,Switzerland,2025,5.64,,
ESTAT:ISOC_AI_IAIUXR$DEFAULTVIEW(1.0),16/12/25 11:00:00,Annual,All individuals,Reason for not using generative AI tools: Did not know how to use,Percentage of individuals who used internet in the last 3 months,Cyprus,2025,2.78,,
